"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3725,379,3346,10051,3388,6663,429,133,282,14
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,11154,841,10313,29137,10276,18861,955,268,524,163
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9051,416,8635,24596,8167,16429,566,189,264,113
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7660,869,6791,21029,7927,13102,769,356,345,68
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3887,696,3191,16980,4534,12446,755,264,411,80
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7875,451,7424,18316,7259,11057,627,202,309,116
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,13126,825,12301,43829,12403,31426,1066,257,681,128
