"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,15153,1558,13595,41377,15056,26321,1757,575,1122,60
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,45583,3549,42034,120940,42063,78877,4051,1176,2147,728
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,36217,1592,34625,102153,33691,68462,2281,847,1012,422
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,31786,3809,27977,87443,32615,54828,3498,1572,1574,352
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,16705,3282,13423,74479,19265,55214,3367,1111,1832,424
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,30096,1644,28452,71171,27876,43295,2519,818,1221,480
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,51372,3022,48350,175105,49975,125130,3744,910,2388,446
