"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3057,1711,1346,7717,2889,4828,601,325,260,16
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,8675,697,7978,23940,8425,15515,658,140,425,93
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,7695,268,7427,21090,7459,13631,337,94,171,72
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5838,755,5083,15919,6442,9477,559,247,242,70
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,2928,683,2245,12539,3900,8639,522,154,288,80
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6047,310,5737,14455,5650,8805,408,87,217,104
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,10301,586,9715,32944,9800,23144,605,110,422,73
