"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3358,1673,1685,7877,3080,4797,644,349,256,39
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10329,805,9524,25524,9734,15790,844,203,501,140
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9029,316,8713,23121,8368,14753,445,105,266,74
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5697,764,4933,15590,6470,9120,631,263,291,77
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,2738,673,2065,12111,3552,8559,514,158,285,71
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7089,320,6769,15440,6595,8845,445,99,257,89
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11975,817,11158,34963,11360,23603,855,178,555,122
