"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2452,1239,1213,5720,2425,3295,608,315,278,15
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10557,690,9867,26298,10128,16170,631,125,449,57
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9461,282,9179,18863,8898,9965,345,84,211,50
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6674,645,6029,16947,7385,9562,602,176,331,95
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3845,885,2960,16888,4710,12178,661,187,368,106
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7122,333,6789,15461,6548,8913,449,99,289,61
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11873,847,11026,37002,11316,25686,816,130,598,88
