"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2748,1372,1376,6918,2857,4061,618,317,287,14
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10239,697,9542,26952,10277,16675,698,121,460,117
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9545,274,9271,19012,8888,10124,378,69,238,71
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6245,674,5571,16612,7026,9586,621,214,333,74
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3603,940,2663,15971,4292,11679,629,194,357,78
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6811,318,6493,15550,6643,8907,446,93,266,87
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11465,688,10777,35839,11105,24734,668,116,486,66
