"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3521,361,3160,9805,3223,6582,430,145,270,15
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,11847,831,11016,30927,10474,20453,1095,284,593,218
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8248,281,7967,24191,7329,16862,404,136,210,58
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,8301,838,7463,23211,8642,14569,831,376,367,88
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,5091,1031,4060,21152,5994,15158,988,333,511,144
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6908,373,6535,17348,6243,11105,653,206,329,118
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,12095,728,11367,41772,11868,29904,766,206,485,75
