"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3430,1571,1859,8656,3298,5358,647,316,313,18
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10398,822,9576,27055,9711,17344,744,175,460,109
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9348,325,9023,25563,8873,16690,433,110,233,90
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5862,621,5241,16720,6825,9895,547,198,303,46
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3174,796,2378,12551,4079,8472,582,178,310,94
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7040,343,6697,16233,6567,9666,412,92,261,59
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,12790,1012,11778,40568,12132,28436,1036,165,781,90
