"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3068,1752,1316,6984,2868,4116,745,407,315,23
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9933,725,9208,25700,9408,16292,683,134,455,94
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9354,290,9064,18157,8743,9414,393,85,261,47
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6546,634,5912,16579,7005,9574,647,203,364,80
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4012,938,3074,16740,4943,11797,701,181,406,114
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6742,282,6460,15331,6304,9027,391,78,258,55
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,12216,796,11420,38075,11705,26370,777,148,556,73
