"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2889,1495,1394,7198,2706,4492,586,339,223,24
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9071,642,8429,23290,8470,14820,591,113,365,113
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8501,293,8208,21459,7283,14176,358,86,205,67
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5743,701,5042,16031,6446,9585,513,177,288,48
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,2786,743,2043,12467,3661,8806,506,139,295,72
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6428,259,6169,14455,5835,8620,321,84,163,74
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11069,654,10415,34481,9711,24770,689,125,461,103
