"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2499,1118,1381,6700,2332,4368,425,226,174,25
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,7428,592,6836,20117,7153,12964,559,103,354,102
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,6245,176,6069,17335,5942,11393,252,49,149,54
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,4818,648,4170,14161,5744,8417,537,193,250,94
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,2202,569,1633,10038,2950,7088,464,132,251,81
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,5503,330,5173,12820,5175,7645,388,74,253,61
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,8113,492,7621,26250,7902,18348,512,81,346,85
