"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,4074,1304,2770,10304,4020,6284,558,302,232,24
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,11898,863,11035,32784,11283,21501,818,208,494,116
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,10464,352,10112,29135,9465,19670,515,197,242,76
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7515,841,6674,20348,8432,11916,712,339,305,68
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3755,780,2975,17208,4752,12456,584,222,292,70
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,8539,354,8185,19369,8247,11122,497,150,271,76
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,13905,740,13165,45614,13202,32412,854,202,585,67
