"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3998,366,3632,10441,3857,6584,428,142,272,14
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,11603,908,10695,30702,10524,20178,971,294,524,153
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8845,390,8455,25056,8162,16894,551,205,258,88
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,8399,1030,7369,22166,8239,13927,931,411,441,79
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4050,796,3254,18740,4737,14003,849,270,471,108
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7750,417,7333,18006,7220,10786,602,206,274,122
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,12912,748,12164,43943,12383,31560,865,211,543,111
