"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2268,1213,1055,5276,2278,2998,606,365,218,23
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10165,658,9507,24451,9490,14961,680,120,445,115
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9073,269,8804,18198,8535,9663,395,100,229,66
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6223,564,5659,17136,6567,10569,573,170,327,76
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3792,914,2878,15561,4692,10869,631,189,335,107
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,7035,332,6703,15863,6495,9368,454,106,259,89
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,10856,741,10115,33012,9884,23128,733,132,507,94
