"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3659,397,3262,10127,3768,6359,431,116,304,11
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,11236,926,10310,30070,10435,19635,1082,293,644,145
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8012,277,7735,23929,7267,16662,495,155,274,66
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,8197,843,7354,22468,7962,14506,844,363,373,108
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4873,932,3941,20477,5540,14937,901,296,505,100
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6620,427,6193,16240,5795,10445,580,172,311,97
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11877,700,11177,41739,11731,30008,795,201,509,85
