"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3022,1659,1363,7429,3066,4363,673,414,241,18
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9846,747,9099,26772,9609,17163,611,145,374,92
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,9221,319,8902,19145,8472,10673,402,86,239,77
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6084,606,5478,16713,6614,10099,555,176,311,68
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3680,957,2723,16578,4689,11889,598,197,320,81
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6667,324,6343,15518,6293,9225,391,82,257,52
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11159,798,10361,35922,10871,25051,783,141,565,77
