"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2307,1144,1163,5855,2256,3599,563,275,275,13
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9831,647,9184,25438,9706,15732,632,127,418,87
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8761,283,8478,18221,8381,9840,456,93,308,55
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6474,681,5793,16577,7362,9215,574,199,287,88
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3831,928,2903,15931,4893,11038,706,205,406,95
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6815,345,6470,15346,6291,9055,457,91,285,81
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11079,788,10291,34721,10718,24003,767,133,567,67
