"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,656,65,591,1195,526,669,71,26,42,3
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,1932,137,1795,3837,1751,2086,173,53,93,27
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,1475,77,1398,3113,1258,1855,110,35,62,13
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,1200,123,1077,2907,1271,1636,163,61,78,24
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,725,136,589,2044,727,1317,137,48,67,22
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,1117,69,1048,2365,1055,1310,109,36,54,19
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,2716,822,1894,5878,2562,3316,465,65,378,22
