"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,4014,425,3589,9841,3794,6047,437,152,273,12
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,12258,770,11488,31430,11082,20348,949,239,580,130
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,10384,318,10066,27807,9365,18442,551,191,283,77
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7701,833,6868,20917,8068,12849,817,379,382,56
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4134,795,3339,17301,4625,12676,807,271,399,137
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,8616,380,8236,19070,7796,11274,599,197,316,86
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,14290,764,13526,47024,13099,33925,971,252,628,91
