"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2819,1300,1519,6389,2571,3818,573,295,267,11
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9861,688,9173,24974,9163,15811,614,108,437,69
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8787,275,8512,17065,7789,9276,374,98,214,62
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6665,677,5988,16850,7093,9757,702,177,423,102
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3739,996,2743,16020,4649,11371,773,200,451,122
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6922,300,6622,14913,6246,8667,384,63,225,96
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11738,839,10899,35611,10740,24871,867,140,640,87
