"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3160,324,2836,8540,3063,5477,360,111,231,18
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9178,742,8436,26588,9307,17281,898,212,500,186
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,7186,299,6887,22923,7221,15702,435,142,242,51
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,6164,696,5468,19116,7171,11945,833,332,429,72
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3926,821,3105,18683,4759,13924,810,283,445,82
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,5219,339,4880,15261,5446,9815,560,155,311,94
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11218,2292,8926,39906,12334,27572,1025,206,751,68
