"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3428,378,3050,9019,3193,5826,448,136,294,18
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10188,793,9395,29670,10697,18973,1055,243,656,156
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8194,323,7871,26115,8328,17787,504,170,280,54
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7632,776,6856,22199,8068,14131,902,394,413,95
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4733,1047,3686,20953,5603,15350,1069,333,599,137
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,5641,386,5255,16234,5987,10247,567,162,305,100
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,10870,919,9951,42354,11910,30444,807,191,542,74
