"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3371,331,3040,8981,3317,5664,390,122,255,13
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,10716,926,9790,29883,10735,19148,1147,271,667,209
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8099,319,7780,24336,7758,16578,489,144,280,65
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7487,761,6726,20722,7275,13447,817,348,399,70
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,4908,1023,3885,21488,5615,15873,1073,304,606,163
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6064,394,5670,16381,5906,10475,557,157,306,94
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,11017,847,10170,40317,11643,28674,889,199,590,100
