"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3916,1187,2729,9737,3683,6054,498,225,254,19
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,12184,796,11388,30323,10633,19690,943,269,524,150
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,10324,347,9977,25913,8517,17396,547,181,287,79
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,7466,802,6664,19816,8200,11616,813,382,336,95
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3915,826,3089,16839,4738,12101,811,281,412,118
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,8035,360,7675,17359,7274,10085,592,195,294,103
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,13472,750,12722,41960,12649,29311,934,220,621,93
