"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,3741,2208,1533,8447,3743,4704,796,526,256,14
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9651,715,8936,25520,9198,16322,614,127,390,97
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,8689,293,8396,17712,8016,9696,368,82,206,80
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5924,634,5290,16836,6895,9941,501,163,272,66
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3079,896,2183,15303,3809,11494,545,185,280,80
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6798,315,6483,15260,6281,8979,371,84,215,72
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,10729,692,10037,34531,10379,24152,655,128,451,76
