"Store code","Business name","Address","Labels","Total searches","Direct searches","Discovery searches","Total views","Search views","Maps views","Total actions","Website actions","Directions actions","Phone call actions"
,,,,"Number of times customers found this listing by searching on Google Search or Maps","Number of times customers found this listing by searching for the business name or address on Google Search or Maps","Number of times customers found this listing by searching for the category, product or service on Google Search or Maps","Number of times this listing has been viewed on Google Search or Maps","Number of times this listing has been viewed on Google Search","Number of times this listing has been viewed on Google Maps","Number of times customers have taken action on this listing on Google Search or Maps","Number of times customers have visited the website from this listing","Number of times customers have requested directions from this listing","Number of times customers have called the business from this listing"
,"Birdcall","800 East 26th Avenue, Denver, CO, US",,2842,1125,1717,8275,3188,5087,531,267,248,16
,"Park Burger Pearl","1890 South Pearl Street, Denver, CO, US",,9726,803,8923,27176,9675,17501,781,177,479,125
,"Park Burger Highlands","2643 West 32nd Avenue, Denver, Colorado, US",,7499,263,7236,24921,8231,16690,400,106,231,63
,"Homegrown Tap & Dough","5601 Olde Wadsworth Blvd., Arvada, CO, US",,5449,620,4829,16376,7227,9149,645,216,358,71
,"Homegrown Tap & Dough - Wash Park","1001 S Gaylord St, Denver, Colorado, US",,3278,769,2509,13602,4024,9578,615,216,330,69
,"Park Burger Hilltop","211 S Holly St, Denver, CO, US",,6006,283,5723,16486,6733,9753,430,99,263,68
,"Park Burger RiNo","2615 Walnut St, Denver, CO, US",,10227,597,9630,38300,11701,26599,794,174,552,68
